Time,Channel A,Channel B
(ms),(V),(mV)

-0.17504000,4.81887200,-0.35096290
-0.01120000,4.90768100,2.34992500
0.15264000,4.99618500,3.25022100
0.31648000,4.99618500,4.15051700
0.48032000,4.99618500,5.04776100
0.64416000,4.99618500,5.94500500
0.80800000,5.08499400,8.64589300
0.97184000,5.08499400,11.34678000
1.13568000,5.08499400,13.14432000
1.29951999,5.17349800,15.84521000
1.46335999,5.17349800,15.84521000
1.62719999,5.26230700,14.04462000
1.79103999,5.35111500,10.44649000
1.95487999,5.35111500,6.84530200
2.11871999,5.35111500,2.34992500
2.28255999,5.43961900,-0.35096290
2.44639999,5.43961900,-3.94909500
2.61023999,5.43961900,-4.84939100
2.77407999,5.52842800,-4.84939100
2.93791998,5.61693100,-4.84939100
3.10175998,5.61693100,-3.94909500
3.26559998,5.61693100,-3.04879900
3.42943998,5.70574000,-2.15155500
3.59327998,5.70574000,-0.35096290
3.75711998,5.79454900,1.44962900
3.92095998,5.79454900,2.34992500
4.08479998,5.79454900,2.34992500
4.24863998,5.88305300,2.34992500
4.41247998,5.97186200,2.34992500
4.57631997,5.97186200,1.44962900
4.74015997,5.97186200,2.34992500
4.90399997,6.06036600,4.15051700
5.06783997,6.06036600,5.04776100
5.23167997,6.14917500,5.04776100
5.39551997,6.14917500,5.94500500
5.55935997,6.14917500,5.04776100
5.72319997,6.23767800,5.04776100
5.88703997,6.23767800,1.44962900
6.05087997,6.32648700,-2.15155500
6.21471996,6.41529600,-5.74968700
6.37855996,6.41529600,-9.35087100
6.54239996,6.41529600,-11.14841000
6.70623996,6.50379900,-11.14841000
6.87007996,6.50379900,-12.04871000
7.03391996,6.59260800,-10.24812000
7.19775996,6.59260800,-10.24812000
7.36159996,6.59260800,-9.35087100
7.52543996,6.68111200,-8.45057600
7.68927996,6.68111200,-5.74968700
7.85311995,6.76992100,-4.84939100
8.01695995,6.76992100,-3.04879900
8.18079995,6.85873000,-2.15155500
8.34463995,6.85873000,-2.15155500
8.50847995,6.94723400,-2.15155500
8.67231995,6.94723400,-0.35096290
8.83615995,6.94723400,0.54933320
8.99999995,7.03604200,1.44962900
9.16383995,7.03604200,2.34992500
9.32767995,7.12454600,3.25022100
9.49151994,7.12454600,3.25022100
9.65535994,7.12454600,2.34992500
9.81919994,7.21335500,1.44962900
9.98303994,7.30216400,-2.15155500
10.14687994,7.21335500,-5.74968700
10.31071994,7.30216400,-8.45057600
10.47455994,7.39066700,-12.04871000
10.63839994,7.39066700,-12.04871000
10.80223994,7.47947600,-13.84930000
10.96607994,7.47947600,-12.94900000
11.12991993,7.56798000,-12.04871000
11.29375993,7.56798000,-12.04871000
11.45759993,7.56798000,-9.35087100
11.62143993,7.65678900,-6.64998300
11.78527993,7.74559800,-4.84939100
11.94911993,7.74559800,-2.15155500
12.11295993,7.74559800,-0.35096290
12.27679993,7.83410100,1.44962900
12.44063993,7.83410100,3.25022100
12.60447993,7.92291000,5.94500500
12.76831992,7.92291000,7.74559700
12.93215992,7.92291000,5.94500500
13.09599992,7.83410100,4.15051700
13.25983992,7.83410100,1.44962900
13.42367992,7.74559800,-1.25125900
13.58751992,7.65678900,-4.84939100
13.75135992,7.56798000,-8.45057600
13.91519992,7.47947600,-11.14841000
14.07903992,7.47947600,-12.04871000
14.24287992,7.39066700,-12.04871000
14.40671991,7.39066700,-11.14841000
14.57055991,7.39066700,-10.24812000
14.73439991,7.39066700,-9.35087100
14.89823991,7.30216400,-7.55027900
15.06207991,7.30216400,-4.84939100
15.22591991,7.21335500,-1.25125900
15.38975991,7.21335500,3.25022100
15.55359991,7.21335500,6.84530200
15.71743991,7.12454600,7.74559700
15.88127991,7.12454600,7.74559700
16.04511990,7.03604200,6.84530200
16.20895990,6.94723400,6.84530200
16.37279990,6.94723400,5.04776100
16.53663990,6.94723400,4.15051700
16.70047990,6.85873000,3.25022100
16.86431990,6.85873000,2.34992500
17.02815990,6.85873000,1.44962900
17.19199990,6.76992100,-0.35096290
17.35583990,6.76992100,-1.25125900
17.51967990,6.68111200,-3.94909500
17.68351989,6.68111200,-4.84939100
17.84735989,6.59260800,-5.74968700
18.01119989,6.59260800,-7.55027900
18.17503989,6.50379900,-6.64998300
18.33887989,6.50379900,-5.74968700
18.50271989,6.41529600,-4.84939100
18.66655989,6.41529600,-2.15155500
18.83039989,6.41529600,-1.25125900
18.99423989,6.32648700,2.34992500
19.15807989,6.32648700,5.04776100
19.32191988,6.23767800,6.84530200
19.48575988,6.23767800,9.54619000
19.64959988,6.14917500,10.44649000
19.81343988,6.14917500,10.44649000
19.97727988,6.06036600,8.64589300
20.14111988,6.06036600,8.64589300
20.30495988,5.97186200,8.64589300
20.46879988,5.97186200,8.64589300
20.63263988,5.88305300,8.64589300
20.79647988,5.88305300,8.64589300
20.96031987,5.88305300,9.54619000
21.12415987,5.79454900,8.64589300
21.28799987,5.79454900,8.64589300
21.45183987,5.79454900,7.74559700
21.61567987,5.70574000,5.94500500
21.77951987,5.70574000,3.25022100
21.94335987,5.61693100,2.34992500
22.10719987,5.61693100,1.44962900
22.27103987,5.52842800,0.54933320
22.43487987,5.52842800,1.44962900
22.59871986,5.43961900,3.25022100
22.76255986,5.43961900,5.04776100
22.92639986,5.43961900,7.74559700
23.09023986,5.35111500,12.24708000
23.25407986,5.35111500,15.84521000
23.41791986,5.26230700,19.44639000
23.58175986,5.26230700,21.24393000
23.74559986,5.26230700,21.24393000
23.90943986,5.17349800,19.44639000
24.07327986,5.08499400,15.84521000
24.23711985,5.08499400,14.04462000
24.40095985,4.99618500,11.34678000
24.56479985,4.99618500,9.54619000
24.72863985,4.99618500,8.64589300
24.89247985,4.90768100,6.84530200
25.05631985,4.81887200,5.04776100
25.22015985,4.81887200,4.15051700
25.38399985,4.81887200,4.15051700
25.54783985,4.81887200,2.34992500
25.71167985,4.73006400,1.44962900
25.87551984,4.73006400,0.54933320
26.03935984,4.73006400,-0.35096290
26.20319984,4.64156000,-1.25125900
26.36703984,4.64156000,-1.25125900
26.53087984,4.55275100,-0.35096290
26.69471984,4.46424800,1.44962900
26.85855984,4.46424800,3.25022100
27.02239984,4.37543900,6.84530200
27.18623984,4.37543900,11.34678000
27.35007984,4.37543900,14.94491000
27.51391983,4.28663000,16.74551000
27.67775983,4.28663000,18.54610000
27.84159983,4.28663000,17.64580000
28.00543983,4.19812600,15.84521000
28.16927983,4.19812600,14.04462000
28.33311983,4.10931700,11.34678000
28.49695983,4.10931700,9.54619000
28.66079983,4.02081300,7.74559700
28.82463983,4.02081300,6.84530200
28.98847983,4.02081300,5.04776100
29.15231982,3.93200500,4.15051700
29.31615982,3.93200500,1.44962900
29.47999982,3.84319600,0.54933320
29.64383982,3.84319600,-2.15155500
29.80767982,3.75469200,-3.04879900
29.97151982,3.75469200,-2.15155500
30.13535982,3.75469200,-3.94909500
30.29919982,3.66588300,-3.94909500
30.46303982,3.57738000,-3.04879900
30.62687982,3.57738000,-3.04879900
30.79071981,3.48857100,0.54933320
30.95455981,3.48857100,2.34992500
31.11839981,3.39976200,5.94500500
31.28223981,3.39976200,8.64589300
31.44607981,3.31125800,8.64589300
31.60991981,3.31125800,8.64589300
31.77375981,3.31125800,7.74559700
31.93759981,3.31125800,5.94500500
32.10143981,3.22244900,3.25022100
32.26527981,3.22244900,-0.35096290
32.42911980,3.13394600,-1.25125900
32.59295980,3.13394600,-3.94909500
32.75679980,3.04513700,-3.94909500
32.92063980,2.95663300,-4.84939100
33.08447980,2.95663300,-5.74968700
33.24831980,2.95663300,-7.55027900
33.41215980,2.95663300,-8.45057600
33.57599980,2.86782400,-10.24812000
