Time,Channel A,Channel B
(ms),(V),(mV)

-0.18638000,4.90768100,5.94500500
-0.02254000,4.90768100,7.74559700
0.14130000,4.99618500,8.64589300
0.30514000,4.99618500,9.54619000
0.46898000,4.99618500,9.54619000
0.63282000,5.08499400,10.44649000
0.79666000,5.08499400,12.24708000
0.96049999,5.17349800,14.94491000
1.12433999,5.17349800,16.74551000
1.28817999,5.26230700,16.74551000
1.45201999,5.35111500,14.94491000
1.61585999,5.35111500,11.34678000
1.77969999,5.35111500,7.74559700
1.94353999,5.43961900,4.15051700
2.10737999,5.43961900,1.44962900
2.27121999,5.43961900,-1.25125900
2.43505999,5.52842800,-3.04879900
2.59889998,5.52842800,-4.84939100
2.76273998,5.61693100,-4.84939100
2.92657998,5.61693100,-3.94909500
3.09041998,5.70574000,-3.04879900
3.25425998,5.70574000,-1.25125900
3.41809998,5.70574000,-0.35096290
3.58193998,5.79454900,0.54933320
3.74577998,5.79454900,2.34992500
3.90961998,5.88305300,3.25022100
4.07345998,5.88305300,4.15051700
4.23729997,5.88305300,5.04776100
4.40113997,5.97186200,5.04776100
4.56497997,6.06036600,5.04776100
4.72881997,6.06036600,5.94500500
4.89265997,6.06036600,7.74559700
5.05649997,6.14917500,8.64589300
5.22033997,6.14917500,11.34678000
5.38417997,6.14917500,11.34678000
5.54801997,6.23767800,9.54619000
5.71185997,6.32648700,6.84530200
5.87569996,6.32648700,1.44962900
6.03953996,6.41529600,-1.25125900
6.20337996,6.41529600,-3.94909500
6.36721996,6.41529600,-6.64998300
6.53105996,6.50379900,-6.64998300
6.69489996,6.50379900,-7.55027900
6.85873996,6.50379900,-6.64998300
7.02257996,6.59260800,-7.55027900
7.18641996,6.68111200,-5.74968700
7.35025996,6.68111200,-5.74968700
7.51409995,6.76992100,-3.94909500
7.67793995,6.76992100,-2.15155500
7.84177995,6.85873000,-1.25125900
8.00561995,6.85873000,-0.35096290
8.16945995,6.85873000,0.54933320
8.33329995,6.94723400,1.44962900
8.49713995,6.94723400,2.34992500
8.66097995,7.03604200,2.34992500
8.82481995,7.03604200,4.15051700
8.98865995,7.12454600,5.04776100
9.15249994,7.12454600,6.84530200
9.31633994,7.12454600,6.84530200
9.48017994,7.21335500,6.84530200
9.64401994,7.21335500,5.94500500
9.80785994,7.30216400,2.34992500
9.97169994,7.30216400,-1.25125900
10.13553994,7.30216400,-5.74968700
10.29937994,7.39066700,-7.55027900
10.46321994,7.39066700,-9.35087100
10.62705994,7.47947600,-11.14841000
10.79089993,7.47947600,-11.14841000
10.95473993,7.47947600,-10.24812000
11.11857993,7.56798000,-8.45057600
11.28241993,7.65678900,-5.74968700
11.44625993,7.65678900,-3.94909500
11.61009993,7.74559800,-1.25125900
11.77393993,7.74559800,2.34992500
11.93777993,7.74559800,3.25022100
12.10161993,7.83410100,6.84530200
12.26545993,7.83410100,7.74559700
12.42929992,7.92291000,9.54619000
12.59313992,7.92291000,10.44649000
12.75697992,7.83410100,8.64589300
12.92081992,7.83410100,7.74559700
13.08465992,7.74559800,3.25022100
13.24849992,7.65678900,-0.35096290
13.41233992,7.65678900,-5.74968700
13.57617992,7.56798000,-9.35087100
13.74001992,7.47947600,-11.14841000
13.90385992,7.47947600,-11.14841000
14.06769991,7.39066700,-10.24812000
14.23153991,7.39066700,-8.45057600
14.39537991,7.39066700,-7.55027900
14.55921991,7.39066700,-5.74968700
14.72305991,7.30216400,-3.04879900
14.88689991,7.21335500,-0.35096290
15.05073991,7.21335500,3.25022100
15.21457991,7.12454600,5.94500500
15.37841991,7.12454600,6.84530200
15.54225991,7.03604200,5.94500500
15.70609990,7.12454600,4.15051700
15.86993990,7.03604200,2.34992500
16.03377990,7.03604200,1.44962900
16.19761990,6.94723400,0.54933320
16.36145990,6.85873000,-0.35096290
16.52529990,6.85873000,-0.35096290
16.68913990,6.85873000,-0.35096290
16.85297990,6.85873000,-1.25125900
17.01681990,6.76992100,-2.15155500
17.18065990,6.68111200,-3.94909500
17.34449989,6.68111200,-4.84939100
17.50833989,6.68111200,-5.74968700
17.67217989,6.59260800,-7.55027900
17.83601989,6.59260800,-8.45057600
17.99985989,6.50379900,-7.55027900
18.16369989,6.50379900,-6.64998300
18.32753989,6.41529600,-6.64998300
18.49137989,6.41529600,-3.94909500
18.65521989,6.32648700,-1.25125900
18.81905989,6.32648700,1.44962900
18.98289988,6.32648700,5.04776100
19.14673988,6.23767800,7.74559700
19.31057988,6.23767800,10.44649000
19.47441988,6.14917500,10.44649000
19.63825988,6.14917500,9.54619000
19.80209988,6.06036600,7.74559700
19.96593988,6.06036600,6.84530200
20.12977988,5.97186200,5.94500500
20.29361988,5.97186200,4.15051700
20.45745988,5.88305300,3.25022100
20.62129987,5.88305300,3.25022100
20.78513987,5.79454900,2.34992500
20.94897987,5.79454900,2.34992500
21.11281987,5.79454900,0.54933320
21.27665987,5.79454900,-0.35096290
21.44049987,5.70574000,-2.15155500
21.60433987,5.70574000,-3.04879900
21.76817987,5.61693100,-3.94909500
21.93201987,5.61693100,-3.94909500
22.09585987,5.61693100,-3.94909500
22.25969986,5.43961900,-2.15155500
22.42353986,5.43961900,-0.35096290
22.58737986,5.35111500,2.34992500
22.75121986,5.35111500,5.94500500
22.91505986,5.35111500,9.54619000
23.07889986,5.35111500,12.24708000
23.24273986,5.35111500,15.84521000
23.40657986,5.26230700,16.74551000
23.57041986,5.17349800,15.84521000
23.73425986,5.17349800,14.94491000
23.89809985,5.08499400,12.24708000
24.06193985,5.08499400,9.54619000
24.22577985,4.99618500,7.74559700
24.38961985,4.99618500,6.84530200
24.55345985,4.90768100,5.94500500
24.71729985,4.90768100,5.94500500
24.88113985,4.90768100,4.15051700
25.04497985,4.81887200,3.25022100
25.20881985,4.81887200,1.44962900
25.37265985,4.81887200,-0.35096290
25.53649984,4.73006400,-2.15155500
25.70033984,4.73006400,-3.04879900
25.86417984,4.64156000,-4.84939100
26.02801984,4.64156000,-5.74968700
26.19185984,4.64156000,-5.74968700
26.35569984,4.55275100,-4.84939100
26.51953984,4.55275100,-3.04879900
26.68337984,4.46424800,-0.35096290
26.84721984,4.46424800,4.15051700
27.01105984,4.37543900,8.64589300
27.17489983,4.37543900,10.44649000
27.33873983,4.28663000,12.24708000
27.50257983,4.28663000,13.14432000
27.66641983,4.28663000,11.34678000
27.83025983,4.19812600,9.54619000
27.99409983,4.10931700,6.84530200
28.15793983,4.10931700,5.04776100
28.32177983,4.10931700,3.25022100
28.48561983,4.02081300,2.34992500
28.64945983,4.02081300,0.54933320
28.81329982,3.93200500,-1.25125900
28.97713982,3.93200500,-3.04879900
29.14097982,3.84319600,-4.84939100
29.30481982,3.84319600,-5.74968700
29.46865982,3.84319600,-6.64998300
29.63249982,3.75469200,-7.55027900
29.79633982,3.75469200,-6.64998300
29.96017982,3.75469200,-6.64998300
30.12401982,3.66588300,-6.64998300
30.28785982,3.57738000,-5.74968700
30.45169981,3.57738000,-3.04879900
30.61553981,3.48857100,0.54933320
30.77937981,3.48857100,4.15051700
30.94321981,3.39976200,7.74559700
31.10705981,3.39976200,9.54619000
31.27089981,3.31125800,9.54619000
31.43473981,3.31125800,9.54619000
31.59857981,3.31125800,5.94500500
31.76241981,3.22244900,3.25022100
31.92625981,3.22244900,0.54933320
32.09009980,3.13394600,-3.04879900
32.25393980,3.13394600,-5.74968700
32.41777980,3.13394600,-9.35087100
32.58161980,3.04513700,-10.24812000
32.74545980,3.04513700,-12.04871000
32.90929980,2.95663300,-14.74959000
33.07313980,2.95663300,-16.55019000
33.23697980,2.86782400,-18.34773000
33.40081980,2.86782400,-19.24802000
