Time,Channel A,Channel B
(ms),(V),(mV)

-0.23271800,4.81887200,14.04462000
-0.06887800,4.90768100,14.04462000
0.09496200,4.99618500,14.94491000
0.25880200,4.90768100,14.94491000
0.42264200,4.99618500,14.04462000
0.58648200,4.99618500,14.94491000
0.75032200,5.08499400,15.84521000
0.91416200,5.08499400,15.84521000
1.07800199,5.08499400,15.84521000
1.24184199,5.17349800,15.84521000
1.40568199,5.17349800,16.74551000
1.56952199,5.26230700,16.74551000
1.73336199,5.35111500,17.64580000
1.89720199,5.35111500,18.54610000
2.06104199,5.35111500,17.64580000
2.22488199,5.43961900,18.54610000
2.38872199,5.43961900,18.54610000
2.55256199,5.52842800,18.54610000
2.71640198,5.52842800,18.54610000
2.88024198,5.52842800,18.54610000
3.04408198,5.61693100,18.54610000
3.20792198,5.61693100,17.64580000
3.37176198,5.70574000,17.64580000
3.53560198,5.70574000,17.64580000
3.69944198,5.79454900,17.64580000
3.86328198,5.79454900,17.64580000
4.02712198,5.88305300,17.64580000
4.19096198,5.88305300,16.74551000
4.35480197,5.97186200,16.74551000
4.51864197,5.97186200,15.84521000
4.68248197,5.97186200,15.84521000
4.84632197,6.06036600,15.84521000
5.01016197,6.06036600,15.84521000
5.17400197,6.06036600,16.74551000
5.33784197,6.14917500,14.94491000
5.50168197,6.14917500,15.84521000
5.66552197,6.23767800,14.94491000
5.82936197,6.23767800,14.04462000
5.99320196,6.32648700,14.04462000
6.15704196,6.32648700,14.04462000
6.32088196,6.41529600,14.04462000
6.48472196,6.41529600,13.14432000
6.64856196,6.50379900,12.24708000
6.81240196,6.50379900,12.24708000
6.97624196,6.50379900,11.34678000
7.14008196,6.59260800,10.44649000
7.30392196,6.59260800,9.54619000
7.46776196,6.68111200,9.54619000
7.63160195,6.68111200,7.74559700
7.79544195,6.76992100,6.84530200
7.95928195,6.76992100,6.84530200
8.12312195,6.76992100,5.94500500
8.28696195,6.85873000,5.04776100
8.45080195,6.85873000,4.15051700
8.61464195,6.94723400,3.25022100
8.77848195,6.94723400,2.34992500
8.94232195,7.03604200,2.34992500
9.10616195,7.03604200,2.34992500
9.27000194,7.12454600,0.54933320
9.43384194,7.12454600,1.44962900
9.59768194,7.21335500,0.54933320
9.76152194,7.21335500,-0.35096290
9.92536194,7.21335500,-0.35096290
10.08920194,7.30216400,-0.35096290
10.25304194,7.30216400,-1.25125900
10.41688194,7.39066700,-2.15155500
10.58072194,7.39066700,-3.94909500
10.74456194,7.47947600,-4.84939100
10.90840194,7.47947600,-4.84939100
11.07224193,7.47947600,-6.64998300
11.23608193,7.56798000,-7.55027900
11.39992193,7.56798000,-9.35087100
11.56376193,7.65678900,-9.35087100
11.72760193,7.65678900,-10.24812000
11.89144193,7.74559800,-12.04871000
12.05528193,7.74559800,-12.94900000
12.21912193,7.83410100,-12.94900000
12.38296193,7.92291000,-12.94900000
12.54680193,7.92291000,-12.94900000
12.71064192,7.92291000,-12.94900000
12.87448192,7.83410100,-12.94900000
13.03832192,7.92291000,-12.04871000
13.20216192,7.83410100,-12.94900000
13.36600192,7.74559800,-11.14841000
13.52984192,7.65678900,-9.35087100
13.69368192,7.56798000,-7.55027900
13.85752192,7.47947600,-5.74968700
14.02136192,7.47947600,-4.84939100
14.18520192,7.47947600,-3.04879900
14.34904191,7.39066700,-2.15155500
14.51288191,7.39066700,-1.25125900
14.67672191,7.39066700,-1.25125900
14.84056191,7.30216400,-0.35096290
15.00440191,7.21335500,0.54933320
15.16824191,7.30216400,0.54933320
15.33208191,7.21335500,1.44962900
15.49592191,7.12454600,1.44962900
15.65976191,7.12454600,2.34992500
15.82360191,7.03604200,2.34992500
15.98744190,7.03604200,3.25022100
16.15128190,6.94723400,3.25022100
16.31512190,6.94723400,4.15051700
16.47896190,6.85873000,4.15051700
16.64280190,6.85873000,5.04776100
16.80664190,6.85873000,5.94500500
16.97048190,6.76992100,6.84530200
17.13432190,6.76992100,7.74559700
17.29816190,6.76992100,7.74559700
17.46200190,6.68111200,9.54619000
17.62584189,6.68111200,10.44649000
17.78968189,6.59260800,11.34678000
17.95352189,6.59260800,11.34678000
18.11736189,6.50379900,12.24708000
18.28120189,6.50379900,12.24708000
18.44504189,6.41529600,14.04462000
18.60888189,6.41529600,14.04462000
18.77272189,6.32648700,14.04462000
18.93656189,6.32648700,14.94491000
19.10040189,6.23767800,14.94491000
19.26424188,6.23767800,14.94491000
19.42808188,6.23767800,15.84521000
19.59192188,6.14917500,15.84521000
19.75576188,6.06036600,14.94491000
19.91960188,6.06036600,15.84521000
20.08344188,6.06036600,15.84521000
20.24728188,5.97186200,14.94491000
20.41112188,5.97186200,15.84521000
20.57496188,5.88305300,15.84521000
20.73880188,5.88305300,15.84521000
20.90264187,5.88305300,15.84521000
21.06648187,5.79454900,15.84521000
21.23032187,5.79454900,16.74551000
21.39416187,5.79454900,15.84521000
21.55800187,5.70574000,16.74551000
21.72184187,5.70574000,15.84521000
21.88568187,5.61693100,15.84521000
22.04952187,5.61693100,16.74551000
22.21336187,5.52842800,15.84521000
22.37720187,5.52842800,16.74551000
22.54104186,5.43961900,15.84521000
22.70488186,5.43961900,16.74551000
22.86872186,5.35111500,15.84521000
23.03256186,5.35111500,14.94491000
23.19640186,5.35111500,14.94491000
23.36024186,5.26230700,14.94491000
23.52408186,5.26230700,14.94491000
23.68792186,5.17349800,14.04462000
23.85176186,5.17349800,14.04462000
24.01560186,5.08499400,12.24708000
24.17944185,5.08499400,12.24708000
24.34328185,4.99618500,12.24708000
24.50712185,4.99618500,11.34678000
24.67096185,4.99618500,10.44649000
24.83480185,4.90768100,10.44649000
24.99864185,4.90768100,9.54619000
25.16248185,4.81887200,9.54619000
25.32632185,4.81887200,8.64589300
25.49016185,4.81887200,8.64589300
25.65400185,4.73006400,6.84530200
25.81784184,4.73006400,6.84530200
25.98168184,4.64156000,5.94500500
26.14552184,4.64156000,5.04776100
26.30936184,4.64156000,4.15051700
26.47320184,4.55275100,2.34992500
26.63704184,4.46424800,2.34992500
26.80088184,4.46424800,0.54933320
26.96472184,4.37543900,0.54933320
27.12856184,4.37543900,-0.35096290
27.29240184,4.28663000,-1.25125900
27.45624183,4.37543900,-3.04879900
27.62008183,4.28663000,-3.04879900
27.78392183,4.19812600,-3.04879900
27.94776183,4.19812600,-3.04879900
28.11160183,4.19812600,-3.94909500
28.27544183,4.10931700,-3.94909500
28.43928183,4.10931700,-3.94909500
28.60312183,4.02081300,-4.84939100
28.76696183,4.02081300,-3.94909500
28.93080183,3.93200500,-4.84939100
29.09464182,3.93200500,-4.84939100
29.25848182,3.93200500,-4.84939100
29.42232182,3.84319600,-6.64998300
29.58616182,3.84319600,-6.64998300
29.75000182,3.75469200,-7.55027900
29.91384182,3.66588300,-7.55027900
30.07768182,3.66588300,-8.45057600
30.24152182,3.66588300,-9.35087100
30.40536182,3.57738000,-11.14841000
30.56920182,3.57738000,-11.14841000
30.73304181,3.48857100,-12.94900000
30.89688181,3.48857100,-12.94900000
31.06072181,3.39976200,-14.74959000
31.22456181,3.39976200,-15.64989000
31.38840181,3.31125800,-17.44743000
31.55224181,3.31125800,-16.55019000
31.71608181,3.31125800,-16.55019000
31.87992181,3.22244900,-17.44743000
32.04376181,3.22244900,-16.55019000
32.20760181,3.22244900,-17.44743000
32.37144180,3.13394600,-16.55019000
32.53528180,3.13394600,-17.44743000
32.69912180,3.04513700,-16.55019000
32.86296180,3.04513700,-16.55019000
33.02680180,2.95663300,-17.44743000
33.19064180,2.95663300,-16.55019000
33.35448180,2.86782400,-17.44743000
33.51832180,2.86782400,-17.44743000
33.68216180,2.86782400,-17.44743000
