Time,Channel A,Channel B
(ms),(V),(mV)

-0.32279801,4.90768100,-0.35096290
-0.15895801,4.90768100,-2.15155500
0.00488199,4.99618500,-2.15155500
0.16872199,4.99618500,-1.25125900
0.33256199,5.08499400,-0.35096290
0.49640199,5.08499400,-0.35096290
0.66024199,5.08499400,1.44962900
0.82408199,5.17349800,2.34992500
0.98792199,5.26230700,4.15051700
1.15176199,5.26230700,5.04776100
1.31560198,5.35111500,6.84530200
1.47944198,5.35111500,7.74559700
1.64328198,5.35111500,7.74559700
1.80712198,5.43961900,9.54619000
1.97096198,5.43961900,10.44649000
2.13480198,5.52842800,11.34678000
2.29864198,5.52842800,11.34678000
2.46248198,5.52842800,11.34678000
2.62632198,5.61693100,9.54619000
2.79016198,5.70574000,6.84530200
2.95400198,5.70574000,5.04776100
3.11784197,5.70574000,3.25022100
3.28168197,5.70574000,0.54933320
3.44552197,5.79454900,-1.25125900
3.60936197,5.88305300,-3.04879900
3.77320197,5.88305300,-3.04879900
3.93704197,5.97186200,-2.15155500
4.10088197,5.97186200,-2.15155500
4.26472197,5.97186200,-2.15155500
4.42856197,5.97186200,0.54933320
4.59240197,6.06036600,1.44962900
4.75624196,6.14917500,1.44962900
4.92008196,6.14917500,4.15051700
5.08392196,6.14917500,5.04776100
5.24776196,6.14917500,6.84530200
5.41160196,6.23767800,6.84530200
5.57544196,6.32648700,7.74559700
5.73928196,6.32648700,7.74559700
5.90312196,6.41529600,9.54619000
6.06696196,6.41529600,10.44649000
6.23080196,6.41529600,10.44649000
6.39464195,6.50379900,10.44649000
6.55848195,6.50379900,7.74559700
6.72232195,6.59260800,6.84530200
6.88616195,6.59260800,3.25022100
7.05000195,6.68111200,1.44962900
7.21384195,6.68111200,-2.15155500
7.37768195,6.76992100,-4.84939100
7.54152195,6.76992100,-6.64998300
7.70536195,6.85873000,-7.55027900
7.86920195,6.85873000,-9.35087100
8.03304194,6.85873000,-9.35087100
8.19688194,6.94723400,-9.35087100
8.36072194,7.03604200,-9.35087100
8.52456194,6.94723400,-8.45057600
8.68840194,7.03604200,-7.55027900
8.85224194,7.12454600,-7.55027900
9.01608194,7.12454600,-6.64998300
9.17992194,7.12454600,-6.64998300
9.34376194,7.21335500,-6.64998300
9.50760194,7.21335500,-6.64998300
9.67144193,7.30216400,-6.64998300
9.83528193,7.30216400,-5.74968700
9.99912193,7.39066700,-5.74968700
10.16296193,7.39066700,-5.74968700
10.32680193,7.47947600,-5.74968700
10.49064193,7.47947600,-7.55027900
10.65448193,7.56798000,-9.35087100
10.81832193,7.56798000,-12.04871000
10.98216193,7.56798000,-14.74959000
11.14600193,7.65678900,-16.55019000
11.30984192,7.74559800,-18.34773000
11.47368192,7.74559800,-19.24802000
11.63752192,7.74559800,-19.24802000
11.80136192,7.83410100,-19.24802000
11.96520192,7.83410100,-19.24802000
12.12904192,7.83410100,-17.44743000
12.29288192,7.92291000,-16.55019000
12.45672192,7.83410100,-17.44743000
12.62056192,7.83410100,-18.34773000
12.78440192,7.74559800,-19.24802000
12.94824191,7.74559800,-19.24802000
13.11208191,7.65678900,-16.55019000
13.27592191,7.56798000,-12.94900000
13.43976191,7.56798000,-8.45057600
13.60360191,7.47947600,-6.64998300
13.76744191,7.39066700,-4.84939100
13.93128191,7.39066700,-4.84939100
14.09512191,7.39066700,-4.84939100
14.25896191,7.30216400,-4.84939100
14.42280191,7.30216400,-5.74968700
14.58664190,7.30216400,-5.74968700
14.75048190,7.30216400,-5.74968700
14.91432190,7.21335500,-5.74968700
15.07816190,7.12454600,-5.74968700
15.24200190,7.12454600,-5.74968700
15.40584190,7.03604200,-6.64998300
15.56968190,7.03604200,-7.55027900
15.73352190,7.03604200,-8.45057600
15.89736190,6.94723400,-7.55027900
16.06120190,6.94723400,-8.45057600
16.22504189,6.85873000,-8.45057600
16.38888189,6.85873000,-7.55027900
16.55272189,6.76992100,-5.74968700
16.71656189,6.76992100,-4.84939100
16.88040189,6.76992100,-3.04879900
17.04424189,6.68111200,-0.35096290
17.20808189,6.59260800,3.25022100
17.37192189,6.59260800,5.94500500
17.53576189,6.50379900,7.74559700
17.69960189,6.50379900,10.44649000
17.86344188,6.41529600,11.34678000
18.02728188,6.41529600,11.34678000
18.19112188,6.41529600,11.34678000
18.35496188,6.41529600,9.54619000
18.51880188,6.32648700,8.64589300
18.68264188,6.23767800,8.64589300
18.84648188,6.23767800,7.74559700
19.01032188,6.23767800,6.84530200
19.17416188,6.14917500,5.04776100
19.33800188,6.06036600,4.15051700
19.50184187,6.06036600,2.34992500
19.66568187,6.06036600,1.44962900
19.82952187,5.97186200,-0.35096290
19.99336187,5.97186200,-1.25125900
20.15720187,5.88305300,-2.15155500
20.32104187,5.88305300,-2.15155500
20.48488187,5.88305300,-3.04879900
20.64872187,5.79454900,-2.15155500
20.81256187,5.79454900,-0.35096290
20.97640187,5.79454900,1.44962900
21.14024186,5.70574000,4.15051700
21.30408186,5.61693100,6.84530200
21.46792186,5.61693100,8.64589300
21.63176186,5.61693100,10.44649000
21.79560186,5.52842800,12.24708000
21.95944186,5.52842800,11.34678000
22.12328186,5.43961900,11.34678000
22.28712186,5.43961900,9.54619000
22.45096186,5.43961900,8.64589300
22.61480186,5.35111500,7.74559700
22.77864185,5.35111500,7.74559700
22.94248185,5.26230700,5.94500500
23.10632185,5.26230700,5.94500500
23.27016185,5.17349800,3.25022100
23.43400185,5.17349800,3.25022100
23.59784185,5.08499400,2.34992500
23.76168185,5.08499400,-0.35096290
23.92552185,4.99618500,0.54933320
24.08936185,4.99618500,-0.35096290
24.25320185,4.99618500,-1.25125900
24.41704184,4.90768100,-0.35096290
24.58088184,4.90768100,1.44962900
24.74472184,4.81887200,2.34992500
24.90856184,4.81887200,4.15051700
25.07240184,4.73006400,5.04776100
25.23624184,4.73006400,6.84530200
25.40008184,4.73006400,10.44649000
25.56392184,4.73006400,13.14432000
25.72776184,4.64156000,14.94491000
25.89160184,4.64156000,16.74551000
26.05544183,4.55275100,16.74551000
26.21928183,4.55275100,15.84521000
26.38312183,4.46424800,15.84521000
26.54696183,4.46424800,15.84521000
26.71080183,4.37543900,15.84521000
26.87464183,4.28663000,14.04462000
27.03848183,4.28663000,14.04462000
27.20232183,4.28663000,12.24708000
27.36616183,4.28663000,10.44649000
27.53000183,4.19812600,9.54619000
27.69384182,4.19812600,6.84530200
27.85768182,4.10931700,5.04776100
28.02152182,4.10931700,4.15051700
28.18536182,4.02081300,2.34992500
28.34920182,4.02081300,2.34992500
28.51304182,3.93200500,2.34992500
28.67688182,3.93200500,3.25022100
28.84072182,3.93200500,5.94500500
29.00456182,3.84319600,7.74559700
29.16840182,3.84319600,10.44649000
29.33224181,3.84319600,11.34678000
29.49608181,3.75469200,14.04462000
29.65992181,3.75469200,14.94491000
29.82376181,3.66588300,14.04462000
29.98760181,3.57738000,13.14432000
30.15144181,3.57738000,10.44649000
30.31528181,3.57738000,9.54619000
30.47912181,3.48857100,7.74559700
30.64296181,3.39976200,6.84530200
30.80680181,3.39976200,4.15051700
30.97064180,3.39976200,1.44962900
31.13448180,3.31125800,-0.35096290
31.29832180,3.31125800,-3.04879900
31.46216180,3.22244900,-4.84939100
31.62600180,3.22244900,-7.55027900
31.78984180,3.22244900,-10.24812000
31.95368180,3.13394600,-12.04871000
32.11752180,3.13394600,-14.74959000
32.28136180,3.04513700,-15.64989000
32.44520180,3.04513700,-17.44743000
32.60904179,2.95663300,-15.64989000
32.77288179,2.95663300,-14.74959000
32.93672179,2.95663300,-12.94900000
33.10056179,2.86782400,-11.14841000
33.26440179,2.86782400,-8.45057600
