Tiempo;Canal A;Canal B
(ms);(V);(mV)

-0,15906899;3,96954300;-26,40461000
-0,07714899;3,96954300;-24,60402000
0,00477101;4,05774100;-21,00894000
0,08669100;4,05774100;-19,21445000
0,16861100;4,05774100;-17,41386000
0,25053100;4,05774100;-15,61937000
0,33245100;4,05774100;-13,81878000
0,41437100;4,14594000;-12,02429000
0,49629100;4,14594000;-12,02429000
0,57821100;4,14594000;-8,42921200
0,66013100;4,23413800;-8,42921200
0,74205100;4,23413800;-6,62862000
0,82397100;4,23413800;-4,83413200
0,90589100;4,23413800;-3,03354000
0,98781100;4,32233700;-3,03354000
1,06973100;4,32233700;-1,23905100
1,15165100;4,32233700;-1,23905100
1,23357100;4,41053500;-1,23905100
1,31549100;4,41053500;0,56154050
1,39741100;4,41053500;0,56154050
1,47933100;4,41053500;0,56154050
1,56125100;4,49903900;0,56154050
1,64317100;4,49903900;2,35602900
1,72509100;4,49903900;4,15662100
1,80701099;4,49903900;2,35602900
1,88893099;4,58723700;4,15662100
1,97085099;4,58723700;4,15662100
2,05277099;4,58723700;4,15662100
2,13469099;4,58723700;4,15662100
2,21661099;4,58723700;5,95110900
2,29853099;4,58723700;7,74559700
2,38045099;4,67543600;7,74559700
2,46237099;4,67543600;7,74559700
2,54429099;4,76363400;7,74559700
2,62621099;4,76363400;7,74559700
2,70813099;4,76363400;9,54619000
2,79005099;4,76363400;9,54619000
2,87197099;4,76363400;9,54619000
2,95389099;4,85183300;9,54619000
3,03581099;4,85183300;11,34068000
3,11773099;4,85183300;13,14127000
3,19965099;4,85183300;13,14127000
3,28157099;4,94003100;13,14127000
3,36349099;4,94003100;14,93576000
3,44541098;4,94003100;14,93576000
3,52733098;5,02822900;14,93576000
3,60925098;5,02822900;16,73635000
3,69117098;5,02822900;16,73635000
3,77309098;5,11673400;16,73635000
3,85501098;5,11673400;18,53084000
3,93693098;5,11673400;18,53084000
4,01885098;5,11673400;20,33143000
4,10077098;5,11673400;20,33143000
4,18269098;5,20493100;20,33143000
4,26461098;5,20493100;20,33143000
4,34653098;5,20493100;18,53084000
4,42845098;5,20493100;18,53084000
4,51037098;5,29313000;16,73635000
4,59229098;5,29313000;16,73635000
4,67421098;5,29313000;16,73635000
4,75613098;5,29313000;14,93576000
4,83805098;5,38132900;14,93576000
4,91997098;5,38132900;13,14127000
5,00189098;5,29313000;11,34068000
5,08381097;5,38132900;11,34068000
5,16573097;5,46952700;9,54619000
5,24765097;5,46952700;9,54619000
5,32957097;5,46952700;7,74559700
5,41149097;5,46952700;7,74559700
5,49341097;5,46952700;5,95110900
5,57533097;5,55772600;5,95110900
5,65725097;5,55772600;2,35602900
5,73917097;5,55772600;2,35602900
5,82109097;5,64622900;2,35602900
5,90301097;5,64622900;2,35602900
5,98493097;5,64622900;0,56154050
6,06685097;5,64622900;0,56154050
6,14877097;5,73442800;-1,23905100
6,23069097;5,73442800;-1,23905100
6,31261097;5,73442800;-1,23905100
6,39453097;5,82262600;-3,03354000
6,47645097;5,82262600;-3,03354000
6,55837097;5,82262600;-3,03354000
6,64029097;5,82262600;-3,03354000
6,72221096;5,82262600;-3,03354000
6,80413096;5,82262600;-3,03354000
6,88605096;5,91082500;-3,03354000
6,96797096;5,91082500;-1,23905100
7,04989096;5,99902300;-1,23905100
7,13181096;5,99902300;-3,03354000
7,21373096;5,99902300;0,56154050
7,29565096;5,99902300;0,56154050
7,37757096;5,99902300;0,56154050
7,45949096;6,08722200;0,56154050
7,54141096;6,17572500;2,35602900
7,62333096;6,08722200;2,35602900
7,70525096;6,17572500;4,15662100
7,78717096;6,17572500;5,95110900
7,86909096;6,17572500;4,15662100
7,95101096;6,17572500;5,95110900
8,03293096;6,26392400;7,74559700
8,11485096;6,26392400;7,74559700
8,19677096;6,26392400;7,74559700
8,27869096;6,35212200;9,54619000
8,36061095;6,35212200;9,54619000
8,44253095;6,35212200;9,54619000
8,52445095;6,35212200;9,54619000
8,60637095;6,35212200;9,54619000
8,68829095;6,35212200;9,54619000
8,77021095;6,44032100;9,54619000
8,85213095;6,52852000;9,54619000
8,93405095;6,52852000;9,54619000
9,01597095;6,52852000;9,54619000
9,09789095;6,52852000;9,54619000
9,17981095;6,52852000;9,54619000
9,26173095;6,52852000;11,34068000
9,34365095;6,52852000;11,34068000
9,42557095;6,61671800;11,34068000
9,50749095;6,61671800;13,14127000
9,58941095;6,61671800;14,93576000
9,67133095;6,70491600;14,93576000
9,75325095;6,70491600;16,73635000
9,83517095;6,70491600;18,53084000
9,91709095;6,70491600;20,33143000
9,99901094;6,79342000;22,12592000
10,08093094;6,70491600;23,92651000
10,16285094;6,79342000;25,72100000
10,24477094;6,79342000;29,31608000
10,32669094;6,88161800;31,11667000
10,40861094;6,88161800;31,11667000
10,49053094;6,88161800;34,71175000
10,57245094;6,88161800;36,50624000
10,65437094;6,88161800;38,30684000
10,73629094;6,96981700;40,10132000
10,81821094;7,05801500;41,90191000
10,90013094;7,05801500;43,69640000
10,98205094;7,05801500;43,69640000
11,06397094;7,05801500;45,49699000
11,14589094;7,05801500;45,49699000
11,22781094;7,05801500;45,49699000
11,30973094;7,14621400;45,49699000
11,39165094;7,14621400;45,49699000
11,47357094;7,23441200;47,29148000
11,55549094;7,14621400;45,49699000
11,63741093;7,23441200;45,49699000
11,71933093;7,23441200;45,49699000
11,80125093;7,23441200;45,49699000
11,88317093;7,23441200;45,49699000
11,96509093;7,32291700;43,69640000
12,04701093;7,32291700;43,69640000
12,12893093;7,32291700;43,69640000
12,21085093;7,41111500;41,90191000
12,29277093;7,41111500;41,90191000
12,37469093;7,41111500;40,10132000
12,45661093;7,41111500;40,10132000
12,53853093;7,49931300;38,30684000
12,62045093;7,49931300;36,50624000
12,70237093;7,49931300;36,50624000
12,78429093;7,58751200;36,50624000
12,86621093;7,58751200;32,91116000
12,94813093;7,58751200;32,91116000
13,03005093;7,58751200;31,11667000
13,11197093;7,58751200;29,31608000
13,19389093;7,67571000;27,52159000
13,27581092;7,67571000;25,72100000
13,35773092;7,67571000;23,92651000
13,43965092;7,76390900;23,92651000
13,52157092;7,76390900;22,12592000
13,60349092;7,76390900;22,12592000
13,68541092;7,76390900;20,33143000
13,76733092;7,76390900;16,73635000
13,84925092;7,76390900;16,73635000
13,93117092;7,85210700;14,93576000
14,01309092;7,85210700;13,14127000
14,09501092;7,94061100;11,34068000
14,17693092;7,94061100;9,54619000
14,25885092;7,94061100;9,54619000
14,34077092;7,94061100;7,74559700
14,42269092;7,94061100;5,95110900
14,50461092;7,94061100;4,15662100
14,58653092;8,02881000;4,15662100
14,66845092;8,02881000;4,15662100
14,75037092;7,94061100;4,15662100
14,83229092;7,94061100;5,95110900
14,91421091;7,94061100;7,74559700
14,99613091;7,94061100;7,74559700
15,07805091;7,85210700;7,74559700
15,15997091;7,85210700;9,54619000
15,24189091;7,76390900;11,34068000
15,32381091;7,76390900;11,34068000
15,40573091;7,67571000;11,34068000
15,48765091;7,67571000;13,14127000
15,56957091;7,58751200;14,93576000
15,65149091;7,58751200;14,93576000
15,73341091;7,58751200;16,73635000
15,81533091;7,49931300;16,73635000
15,89725091;7,49931300;16,73635000
15,97917091;7,41111500;16,73635000
16,06109091;7,41111500;16,73635000
16,14301091;7,41111500;16,73635000
16,22493091;7,41111500;14,93576000
16,30685091;7,41111500;14,93576000
16,38877091;7,41111500;14,93576000
16,47069091;7,41111500;14,93576000
16,55261090;7,32291700;14,93576000
16,63453090;7,32291700;13,14127000
16,71645090;7,32291700;13,14127000
16,79837090;7,23441200;13,14127000
16,88029090;7,23441200;11,34068000
16,96221090;7,23441200;11,34068000
