Tiempo;Canal A;Canal B
(ms);(V);(mV)

-0,08546000;3,96954300;-49,76958000
-0,00354000;3,96954300;-49,76958000
0,07838000;4,05774100;-51,57018000
0,16030000;4,05774100;-53,37077000
0,24222000;4,05774100;-55,16526000
0,32414000;4,14594000;-55,16526000
0,40606000;4,14594000;-56,96585000
0,48798000;4,05774100;-56,96585000
0,56990000;4,14594000;-58,76034000
0,65182000;4,23413800;-56,96585000
0,73373999;4,23413800;-58,76034000
0,81565999;4,23413800;-58,76034000
0,89757999;4,23413800;-60,56093000
0,97949999;4,23413800;-60,56093000
1,06141999;4,32233700;-60,56093000
1,14333999;4,32233700;-60,56093000
1,22525999;4,41053500;-58,76034000
1,30717999;4,41053500;-58,76034000
1,38909999;4,41053500;-58,76034000
1,47101999;4,41053500;-58,76034000
1,55293999;4,41053500;-56,96585000
1,63485999;4,41053500;-56,96585000
1,71677999;4,49903900;-56,96585000
1,79869999;4,49903900;-56,96585000
1,88061999;4,49903900;-56,96585000
1,96253999;4,58723700;-56,96585000
2,04445999;4,58723700;-55,16526000
2,12637999;4,58723700;-55,16526000
2,20829999;4,58723700;-53,37077000
2,29021999;4,58723700;-53,37077000
2,37213998;4,58723700;-53,37077000
2,45405998;4,67543600;-53,37077000
2,53597998;4,58723700;-49,76958000
2,61789998;4,67543600;-49,76958000
2,69981998;4,76363400;-49,76958000
2,78173998;4,76363400;-49,76958000
2,86365998;4,76363400;-49,76958000
2,94557998;4,76363400;-47,97510000
3,02749998;4,85183300;-47,97510000
3,10941998;4,85183300;-47,97510000
3,19133998;4,85183300;-46,17450000
3,27325998;4,85183300;-46,17450000
3,35517998;4,94003100;-46,17450000
3,43709998;4,94003100;-44,38001000
3,51901998;4,94003100;-42,57943000
3,60093998;5,02822900;-42,57943000
3,68285998;5,02822900;-42,57943000
3,76477998;5,11673400;-40,78493000
3,84669998;5,11673400;-40,78493000
3,92861998;5,11673400;-40,78493000
4,01053997;5,11673400;-40,78493000
4,09245997;5,11673400;-42,57943000
4,17437997;5,11673400;-42,57943000
4,25629997;5,11673400;-42,57943000
4,33821997;5,20493100;-44,38001000
4,42013997;5,20493100;-44,38001000
4,50205997;5,20493100;-46,17450000
4,58397997;5,20493100;-46,17450000
4,66589997;5,29313000;-49,76958000
4,74781997;5,29313000;-49,76958000
4,82973997;5,29313000;-51,57018000
4,91165997;5,29313000;-53,37077000
4,99357997;5,29313000;-55,16526000
5,07549997;5,38132900;-55,16526000
5,15741997;5,38132900;-56,96585000
5,23933997;5,46952700;-58,76034000
5,32125997;5,46952700;-60,56093000
5,40317997;5,46952700;-60,56093000
5,48509997;5,46952700;-62,35542000
5,56701997;5,46952700;-64,15601000
5,64893996;5,55772600;-64,15601000
5,73085996;5,55772600;-65,95050000
5,81277996;5,55772600;-65,95050000
5,89469996;5,64622900;-67,75109000
5,97661996;5,64622900;-67,75109000
6,05853996;5,64622900;-69,54558000
6,14045996;5,64622900;-69,54558000
6,22237996;5,73442800;-69,54558000
6,30429996;5,73442800;-71,34617000
6,38621996;5,73442800;-71,34617000
6,46813996;5,73442800;-71,34617000
6,55005996;5,82262600;-69,54558000
6,63197996;5,82262600;-71,34617000
6,71389996;5,82262600;-71,34617000
6,79581996;5,82262600;-71,34617000
6,87773996;5,82262600;-71,34617000
6,95965996;5,91082500;-71,34617000
7,04157996;5,91082500;-73,14066000
7,12349996;5,99902300;-73,14066000
7,20541996;5,99902300;-73,14066000
7,28733995;5,99902300;-73,14066000
7,36925995;5,99902300;-73,14066000
7,45117995;5,99902300;-73,14066000
7,53309995;6,08722200;-73,14066000
7,61501995;5,99902300;-73,14066000
7,69693995;6,08722200;-73,14066000
7,77885995;6,17572500;-73,14066000
7,86077995;6,17572500;-74,94125000
7,94269995;6,17572500;-73,14066000
8,02461995;6,17572500;-73,14066000
8,10653995;6,26392400;-73,14066000
8,18845995;6,26392400;-73,14066000
8,27037995;6,26392400;-71,34617000
8,35229995;6,26392400;-71,34617000
8,43421995;6,26392400;-71,34617000
8,51613995;6,35212200;-71,34617000
8,59805995;6,35212200;-69,54558000
8,67997995;6,35212200;-67,75109000
8,76189995;6,44032100;-67,75109000
8,84381995;6,44032100;-65,95050000
8,92573994;6,52852000;-64,15601000
9,00765994;6,52852000;-64,15601000
9,08957994;6,52852000;-64,15601000
9,17149994;6,52852000;-62,35542000
9,25341994;6,52852000;-62,35542000
9,33533994;6,52852000;-60,56093000
9,41725994;6,52852000;-60,56093000
9,49917994;6,61671800;-62,35542000
9,58109994;6,61671800;-62,35542000
9,66301994;6,70491600;-64,15601000
9,74493994;6,61671800;-64,15601000
9,82685994;6,61671800;-65,95050000
9,90877994;6,70491600;-67,75109000
9,99069994;6,70491600;-69,54558000
10,07261994;6,70491600;-71,34617000
10,15453994;6,79342000;-74,94125000
10,23645994;6,88161800;-76,73574000
10,31837994;6,79342000;-78,53633000
10,40029994;6,88161800;-80,33082000
10,48221994;6,88161800;-82,13141000
10,56413994;6,88161800;-83,92590000
10,64605993;6,88161800;-85,72649000
10,72797993;6,88161800;-87,52098000
10,80989993;6,96981700;-89,32157000
10,89181993;6,96981700;-89,32157000
10,97373993;7,05801500;-91,11606000
11,05565993;6,96981700;-92,91666000
11,13757993;7,05801500;-92,91666000
11,21949993;7,05801500;-92,91666000
11,30141993;7,14621400;-92,91666000
11,38333993;7,14621400;-94,71114000
11,46525993;7,14621400;-94,71114000
11,54717993;7,14621400;-92,91666000
11,62909993;7,23441200;-94,71114000
11,71101993;7,23441200;-94,71114000
11,79293993;7,23441200;-94,71114000
11,87485993;7,23441200;-94,71114000
11,95677993;7,23441200;-94,71114000
12,03869993;7,23441200;-94,71114000
12,12061993;7,32291700;-96,51173000
12,20253993;7,41111500;-98,30622000
12,28445992;7,41111500;-94,71114000
12,36637992;7,41111500;-98,30622000
12,44829992;7,32291700;-98,30622000
12,53021992;7,41111500;-98,30622000
12,61213992;7,49931300;-98,30622000
12,69405992;7,49931300;-100,10680000
12,77597992;7,49931300;-100,10680000
12,85789992;7,58751200;-100,10680000
12,93981992;7,58751200;-100,10680000
13,02173992;7,58751200;-100,10680000
13,10365992;7,58751200;-100,10680000
13,18557992;7,58751200;-100,10680000
13,26749992;7,67571000;-100,10680000
13,34941992;7,67571000;-98,30622000
13,43133992;7,67571000;-98,30622000
13,51325992;7,67571000;-98,30622000
13,59517992;7,76390900;-96,51173000
13,67709992;7,76390900;-94,71114000
13,75901992;7,76390900;-92,91666000
13,84093992;7,76390900;-91,11606000
13,92285991;7,85210700;-89,32157000
14,00477991;7,85210700;-87,52098000
14,08669991;7,94061100;-83,92590000
14,16861991;7,94061100;-83,92590000
14,25053991;7,94061100;-80,33082000
14,33245991;7,94061100;-78,53633000
14,41437991;7,94061100;-76,73574000
14,49629991;7,94061100;-76,73574000
14,57821991;7,94061100;-74,94125000
14,66013991;8,02881000;-73,14066000
14,74205991;7,94061100;-71,34617000
14,82397991;7,94061100;-69,54558000
14,90589991;7,94061100;-67,75109000
14,98781991;7,94061100;-65,95050000
15,06973991;7,94061100;-64,15601000
15,15165991;7,85210700;-62,35542000
15,23357991;7,85210700;-62,35542000
15,31549991;7,76390900;-60,56093000
15,39741991;7,76390900;-58,76034000
15,47933991;7,67571000;-56,96585000
15,56125990;7,67571000;-51,57018000
15,64317990;7,58751200;-47,97510000
15,72509990;7,58751200;-42,57943000
15,80701990;7,58751200;-38,98434000
15,88893990;7,49931300;-33,59477000
15,97085990;7,49931300;-31,79418000
16,05277990;7,49931300;-28,19910000
16,13469990;7,41111500;-24,60402000
16,21661990;7,41111500;-22,80953000
